trip_id,lorry_id,driver_id,class,fuel,corridor,depart,arrive,year,month,day,hour,distance_km,travel_minutes,avg_speed_kmh,idle_seconds,load_ratio,co_g,co2_g,nox_g,ch4_g,fuel_l,co2_baseline_g,fuel_baseline_l,idle_baseline_seconds,co2_saved_g,fuel_saved_l
8744,LRQ-0033,DRV-323,Rigid 2-axle (Euro 5),diesel,Port Klang - KL Distribution,2026-07-19T16:39:00,2026-07-19T17:58:40.673868,2026,7,19,16,36.51,79.7,27.5,1332.5,0.34,256.79,72091.7,887.7,4.28,31.65,248652.4,109.15,2368.8,176560.7,77.51
8745,LRQ-0033,DRV-323,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-JB),2026-07-19T12:54:00,2026-07-19T16:45:53.791013,2026,7,19,12,296.43,231.9,76.7,274.1,0.63,725.51,215039.8,2647.88,12.092,94.4,215279.9,94.5,302.4,240.1,0.11
8746,LRQ-0034,DRV-813,Prime mover + trailer (Euro 5),diesel,Port Klang - KL Distribution,2026-07-19T09:12:00,2026-07-19T10:28:44.087653,2026,7,19,9,36.51,76.7,28.5,1170.4,0.73,513.64,148262.1,1825.62,8.561,61.47,444400.8,184.25,1946.4,296138.6,122.78
8747,LRQ-0035,DRV-545,Rigid 3-axle (B20 biodiesel),biodiesel-b20,Port Klang - KL Distribution,2026-07-19T14:03:00,2026-07-19T14:54:11.141391,2026,7,19,14,36.51,51.2,42.8,305.1,0.66,204.64,59877.8,737.3,3.411,27.93,66682.5,31.1,363.7,6804.7,3.17
8748,LRQ-0035,DRV-545,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-07-19T19:23:00,2026-07-20T00:02:17.364034,2026,7,19,19,296.43,279.3,63.7,613.9,0.77,1016.01,300330.0,3698.09,16.934,140.08,349109.7,162.83,822.2,48779.7,22.75
8749,LRQ-0036,DRV-606,Prime mover + trailer (Euro 5),diesel,Port Klang - KL Distribution,2026-07-19T09:45:00,2026-07-19T10:54:13.470462,2026,7,19,9,36.51,69.2,31.6,820.8,0.59,452.95,131747.2,1622.26,7.549,54.62,331744.2,137.54,1264.6,199997.0,82.92
8750,LRQ-0036,DRV-606,Prime mover + trailer (Euro 5),diesel,Port Klang - KL Distribution,2026-07-19T05:30:00,2026-07-19T06:33:23.156043,2026,7,19,5,36.51,63.4,34.6,852.6,0.73,369.17,106516.3,1311.58,6.153,44.16,137039.6,56.82,1098.6,30523.3,12.65
8751,LRQ-0036,DRV-606,Prime mover + trailer (Euro 5),diesel,North-South Expressway (KL-JB),2026-07-19T10:41:00,2026-07-19T14:43:24.979064,2026,7,19,10,296.43,242.4,73.4,248.5,0.32,1190.53,353656.2,4354.72,19.842,146.62,359528.3,149.06,290.9,5872.0,2.43
8752,LRQ-0037,DRV-761,Rigid 3-axle (B20 biodiesel),biodiesel-b20,KLIA Air-Freight Link,2026-07-19T07:48:00,2026-07-19T08:59:34.143588,2026,7,19,7,43.8,71.6,36.7,324.2,0.91,387.52,114170.3,1405.83,6.459,53.25,208469.4,97.23,478.9,94299.1,43.98
8753,LRQ-0037,DRV-761,Rigid 3-axle (B20 biodiesel),biodiesel-b20,Port Klang - KL Distribution,2026-07-19T13:15:00,2026-07-19T14:12:46.182556,2026,7,19,13,36.51,57.8,37.9,749.5,0.54,197.08,56188.2,691.87,3.285,26.21,61368.3,28.62,880.6,5180.2,2.42
8754,LRQ-0037,DRV-761,Rigid 3-axle (B20 biodiesel),biodiesel-b20,East Coast (KL-Kuantan),2026-07-19T15:49:00,2026-07-19T19:56:33.729773,2026,7,19,15,214.01,247.6,51.9,85.5,0.7,990.06,294517.1,3626.52,16.501,137.37,303016.0,141.33,94.2,8498.8,3.96
8755,LRQ-0038,DRV-377,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-07-19T12:52:00,2026-07-19T16:43:26.112587,2026,7,19,12,296.43,231.4,76.8,246.5,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.9,0.0,0.0
8756,LRQ-0039,DRV-403,Rigid 3-axle (Euro 4),diesel,East Coast (KL-Kuantan),2026-07-19T19:07:00,2026-07-20T00:07:02.590168,2026,7,19,19,214.01,300.0,42.8,208.9,0.96,1928.61,573296.5,7059.25,32.144,213.92,757112.8,282.5,273.3,183816.3,68.59
8757,LRQ-0039,DRV-403,Rigid 3-axle (Euro 4),diesel,KLIA Air-Freight Link,2026-07-19T16:39:00,2026-07-19T17:43:24.340743,2026,7,19,16,43.8,64.4,40.8,198.9,0.61,359.73,106270.4,1308.55,5.995,39.65,142764.3,53.27,262.2,36493.9,13.62
8758,LRQ-0040,DRV-590,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-07-19T10:52:00,2026-07-19T14:57:31.555101,2026,7,19,10,296.43,245.5,72.4,435.1,0.44,835.32,247343.5,3045.65,13.922,115.37,251524.5,117.32,512.6,4181.0,1.95
8759,LRQ-0001,DRV-532,Electric rigid (BEV),electric,East Coast (KL-Kuantan),2026-07-20T06:55:00,2026-07-20T11:14:55.959752,2026,7,20,6,214.01,259.9,49.4,124.4,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.3,0.0,0.0
8760,LRQ-0001,DRV-532,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-07-20T14:29:00,2026-07-20T15:28:23.733928,2026,7,20,14,36.51,59.4,36.9,752.4,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.7,0.0,0.0
8761,LRQ-0001,DRV-532,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-20T05:50:00,2026-07-20T10:07:54.067139,2026,7,20,5,295.24,257.9,68.7,390.1,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.9,0.0,0.0
8762,LRQ-0002,DRV-448,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-20T08:59:00,2026-07-20T13:24:11.805933,2026,7,20,8,295.24,265.2,66.8,345.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0
8763,LRQ-0002,DRV-448,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-07-20T06:40:00,2026-07-20T07:56:09.943940,2026,7,20,6,36.51,76.2,28.8,1195.9,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969.6,0.0,0.0
8764,LRQ-0002,DRV-448,Electric rigid (BEV),electric,East Coast (KL-Kuantan),2026-07-20T18:22:00,2026-07-20T23:30:46.613580,2026,7,20,18,214.01,308.8,41.6,240.6,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.4,0.0,0.0
8765,LRQ-0003,DRV-982,Rigid 3-axle (B20 biodiesel),biodiesel-b20,KLIA Air-Freight Link,2026-07-20T15:34:00,2026-07-20T16:32:14.882564,2026,7,20,15,43.8,58.2,45.1,177.3,0.54,231.84,68446.0,842.81,3.864,31.92,76142.1,35.51,211.1,7696.1,3.59
8766,LRQ-0003,DRV-982,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-Penang),2026-07-20T05:36:00,2026-07-20T09:47:31.063089,2026,7,20,5,295.24,251.5,70.4,404.1,0.71,944.13,279712.4,3444.22,15.736,130.46,300150.8,140.0,482.7,20438.3,9.53
8767,LRQ-0003,DRV-982,Rigid 3-axle (B20 biodiesel),biodiesel-b20,Port Klang - KL Distribution,2026-07-20T14:18:00,2026-07-20T15:16:50.833502,2026,7,20,14,36.51,58.8,37.2,764.8,0.53,203.38,58024.7,714.48,3.39,27.06,64687.7,30.17,913.0,6663.0,3.11
8768,LRQ-0004,DRV-786,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-07-20T10:25:00,2026-07-20T11:27:28.989369,2026,7,20,10,43.8,62.5,42.1,246.0,0.93,244.85,71917.7,885.55,4.081,31.57,87087.3,38.23,308.5,15169.6,6.66
8769,LRQ-0004,DRV-786,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-07-20T14:08:00,2026-07-20T15:02:15.972144,2026,7,20,14,43.8,54.3,48.4,126.2,0.77,183.78,54240.5,667.89,3.063,23.81,57026.3,25.03,143.0,2785.8,1.22
8770,LRQ-0004,DRV-786,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-07-20T10:21:00,2026-07-20T11:21:40.949638,2026,7,20,10,43.8,60.7,43.3,137.9,0.65,221.02,65308.6,804.17,3.684,28.67,79074.6,34.71,173.0,13766.0,6.04
8771,LRQ-0005,DRV-510,Electric rigid (BEV),electric,East Coast (KL-Kuantan),2026-07-20T08:44:00,2026-07-20T13:45:15.448333,2026,7,20,8,214.01,301.3,42.6,340.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.9,0.0,0.0
8772,LRQ-0006,DRV-324,Prime mover + trailer (Euro 5),diesel,Port Klang - KL Distribution,2026-07-20T14:58:00,2026-07-20T16:05:35.147045,2026,7,20,14,36.51,67.6,32.4,1182.4,0.86,372.07,105851.1,1303.39,6.201,43.89,126604.0,52.49,1479.9,20752.9,8.6
8773,LRQ-0007,DRV-798,Rigid 3-axle (B20 biodiesel),biodiesel-b20,East Coast (KL-Kuantan),2026-07-20T13:20:00,2026-07-20T17:14:27.785397,2026,7,20,13,214.01,234.5,54.8,81.0,0.84,944.53,280960.7,3459.59,15.742,131.05,283453.2,132.21,85.8,2492.4,1.16
8774,LRQ-0008,DRV-482,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-20T17:31:00,2026-07-20T22:03:59.010956,2026,7,20,17,295.24,273.0,64.9,282.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.1,0.0,0.0
8775,LRQ-0009,DRV-775,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-07-20T11:38:00,2026-07-20T15:33:33.526327,2026,7,20,11,295.24,235.6,75.2,550.1,0.95,1208.76,357311.3,4399.73,20.146,133.33,357810.7,133.51,604.0,499.4,0.19
8776,LRQ-0009,DRV-775,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-JB),2026-07-20T14:50:00,2026-07-20T18:57:11.595277,2026,7,20,14,296.43,247.2,71.9,580.7,0.37,998.97,295200.9,3634.94,16.649,110.15,298659.4,111.44,655.2,3458.5,1.29
8777,LRQ-0010,DRV-330,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-20T19:02:00,2026-07-20T20:16:05.208058,2026,7,20,19,43.8,74.1,35.5,391.5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.5,0.0,0.0
8778,LRQ-0010,DRV-330,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-20T18:47:00,2026-07-20T20:03:39.360233,2026,7,20,18,43.8,76.7,34.3,419.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.9,0.0,0.0
8779,LRQ-0010,DRV-330,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-20T15:39:00,2026-07-20T19:56:37.945739,2026,7,20,15,295.24,257.6,68.8,383.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.1,0.0,0.0
8780,LRQ-0011,DRV-690,Rigid 2-axle (Euro 5),diesel,Port Klang - KL Distribution,2026-07-20T06:51:00,2026-07-20T08:04:07.203472,2026,7,20,6,36.51,73.1,30.0,1013.2,0.58,263.19,74735.3,920.25,4.387,32.81,190353.4,83.56,1675.6,115618.0,50.75
8781,LRQ-0012,DRV-919,Prime mover + trailer (Euro 3),diesel,KLIA Air-Freight Link,2026-07-20T09:18:00,2026-07-20T10:29:21.816374,2026,7,20,9,43.8,71.4,36.8,326.2,0.98,900.36,266138.0,3277.07,15.006,79.44,476867.6,142.35,478.8,210729.6,62.9
8782,LRQ-0012,DRV-919,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-07-20T19:41:00,2026-07-20T20:55:45.508514,2026,7,20,19,36.51,74.8,29.3,1046.5,0.74,785.04,227924.9,2806.54,13.084,68.04,732254.2,218.58,1726.6,504329.3,150.55
8783,LRQ-0013,DRV-956,Prime mover + trailer (Euro 3),diesel,KLIA Air-Freight Link,2026-07-20T15:30:00,2026-07-20T16:29:07.722026,2026,7,20,15,43.8,59.1,44.4,230.2,0.45,515.63,152383.6,1876.37,8.594,45.49,169510.9,50.6,274.0,17127.3,5.11
8784,LRQ-0013,DRV-956,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-07-20T07:17:00,2026-07-20T08:33:02.298553,2026,7,20,7,36.51,76.0,28.8,1028.6,0.98,897.32,260996.5,3213.76,14.955,77.91,1017179.8,303.64,1903.8,756183.3,225.73
8785,LRQ-0013,DRV-956,Prime mover + trailer (Euro 3),diesel,East Coast (KL-Kuantan),2026-07-20T11:07:00,2026-07-20T15:12:49.709325,2026,7,20,11,214.01,245.8,52.2,63.0,0.92,2425.16,721786.3,8887.67,40.419,215.46,740607.3,221.08,69.2,18821.0,5.62
8786,LRQ-0014,DRV-777,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-07-20T16:38:00,2026-07-20T21:10:10.083249,2026,7,20,16,295.24,272.2,65.1,426.2,0.77,1228.89,364013.3,4482.25,20.481,135.83,416144.1,155.28,541.6,52130.7,19.45
8787,LRQ-0014,DRV-777,Rigid 3-axle (Euro 4),diesel,East Coast (KL-Kuantan),2026-07-20T09:16:00,2026-07-20T14:01:11.435385,2026,7,20,9,214.01,285.2,45.0,176.4,0.95,1729.88,514277.2,6332.52,28.831,191.89,610561.7,227.82,218.9,96284.5,35.93
8788,LRQ-0015,DRV-182,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-07-20T05:00:00,2026-07-20T05:57:27.654609,2026,7,20,5,43.8,57.5,45.7,248.2,0.49,175.9,51517.5,634.36,2.932,22.62,55160.3,24.21,286.4,3642.8,1.6
8789,LRQ-0016,DRV-344,Rigid 3-axle (B20 biodiesel),biodiesel-b20,Port Klang - KL Distribution,2026-07-20T20:12:00,2026-07-20T21:24:48.960563,2026,7,20,20,36.51,72.8,30.1,1139.7,0.74,307.13,87383.9,1076.0,5.119,40.76,151821.0,70.81,1619.7,64437.1,30.05
8790,LRQ-0016,DRV-344,Rigid 3-axle (B20 biodiesel),biodiesel-b20,KLIA Air-Freight Link,2026-07-20T16:32:00,2026-07-20T17:37:20.088868,2026,7,20,16,43.8,65.3,40.2,254.6,0.35,266.88,78680.5,968.83,4.448,36.7,105697.6,49.3,335.7,27017.1,12.6
8791,LRQ-0017,DRV-261,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-20T17:11:00,2026-07-20T21:58:12.685027,2026,7,20,17,295.24,287.2,61.7,565.4,0.85,884.55,261174.5,3215.95,14.743,114.65,322080.9,141.39,757.6,60906.4,26.74
8792,LRQ-0017,DRV-261,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-07-20T09:53:00,2026-07-20T11:02:52.673698,2026,7,20,9,43.8,69.9,37.6,237.0,0.83,307.03,90499.1,1114.35,5.117,39.73,162110.3,71.16,347.9,71611.1,31.44
8793,LRQ-0018,DRV-308,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-JB),2026-07-20T20:21:00,2026-07-21T00:23:58.502199,2026,7,20,20,296.43,243.0,73.2,181.8,0.97,1227.55,364662.7,4490.25,20.459,136.07,372487.5,138.99,212.4,7824.8,2.92
8794,LRQ-0019,DRV-109,Rigid 2-axle (Euro 5),diesel,Port Klang - KL Distribution,2026-07-20T09:57:00,2026-07-20T11:09:12.354373,2026,7,20,9,36.51,72.2,30.3,999.7,0.55,253.88,72047.6,887.15,4.231,31.63,180409.1,79.2,1541.3,108361.5,47.57
8795,LRQ-0019,DRV-109,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-07-20T10:09:00,2026-07-20T11:13:49.335654,2026,7,20,10,43.8,64.8,40.5,386.3,0.99,252.53,73607.6,906.36,4.209,32.31,89147.4,39.13,484.5,15539.9,6.82
8796,LRQ-0020,DRV-782,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-07-20T05:21:00,2026-07-20T06:20:28.708791,2026,7,20,5,36.51,59.5,36.8,618.2,0.69,549.74,160308.0,1973.94,9.162,47.85,206322.3,61.59,822.3,46014.3,13.74
8797,LRQ-0021,DRV-491,Rigid 3-axle (Euro 4),diesel,East Coast (KL-Kuantan),2026-07-20T16:07:00,2026-07-20T20:37:12.971794,2026,7,20,16,214.01,270.2,47.5,97.5,0.85,1511.17,449540.4,5535.39,25.186,167.74,496432.5,185.24,115.4,46892.1,17.5
8798,LRQ-0021,DRV-491,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-07-20T12:19:00,2026-07-20T16:03:31.941640,2026,7,20,12,295.24,224.5,78.9,132.0,0.4,991.07,294596.2,3627.49,16.518,109.92,294413.8,109.86,143.3,-182.5,-0.07
8799,LRQ-0022,DRV-439,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-20T17:00:00,2026-07-20T21:46:18.809945,2026,7,20,17,295.24,286.3,61.9,511.6,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.4,0.0,0.0
8800,LRQ-0023,DRV-825,Electric rigid (BEV),electric,East Coast (KL-Kuantan),2026-07-20T05:21:00,2026-07-20T09:26:22.306332,2026,7,20,5,214.01,245.4,52.3,55.3,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6,0.0,0.0
8801,LRQ-0023,DRV-825,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-20T11:38:00,2026-07-20T12:32:16.968575,2026,7,20,11,43.8,54.3,48.4,89.8,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.8,0.0,0.0
8802,LRQ-0023,DRV-825,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-07-20T11:57:00,2026-07-20T12:49:47.578003,2026,7,20,11,36.51,52.8,41.5,363.1,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.8,0.0,0.0
8803,LRQ-0024,DRV-230,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-07-20T12:25:00,2026-07-20T13:20:04.205358,2026,7,20,12,36.51,55.1,39.8,557.1,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.9,0.0,0.0
8804,LRQ-0024,DRV-230,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-20T11:32:00,2026-07-20T15:23:01.381139,2026,7,20,11,295.24,231.0,76.7,278.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0
8805,LRQ-0025,DRV-791,Prime mover + trailer (Euro 5),diesel,KLIA Air-Freight Link,2026-07-20T13:43:00,2026-07-20T14:36:03.921694,2026,7,20,13,43.8,53.1,49.5,83.6,0.73,323.01,95849.8,1180.24,5.383,39.74,100087.6,41.5,94.0,4237.8,1.76
8806,LRQ-0025,DRV-791,Prime mover + trailer (Euro 5),diesel,East Coast (KL-Kuantan),2026-07-20T19:51:00,2026-07-21T00:54:22.432516,2026,7,20,19,214.01,303.4,42.3,408.7,0.91,2321.43,689534.1,8490.53,38.691,285.88,910616.0,377.54,534.7,221082.0,91.66
8807,LRQ-0026,DRV-586,Rigid 2-axle (Euro 5),diesel,Port Klang - KL Distribution,2026-07-20T20:27:00,2026-07-20T21:35:59.391392,2026,7,20,20,36.51,69.0,31.7,910.2,0.86,262.73,74640.2,919.08,4.379,32.77,129635.6,56.91,1282.9,54995.5,24.14
8808,LRQ-0026,DRV-586,Rigid 2-axle (Euro 5),diesel,Port Klang - KL Distribution,2026-07-20T05:24:00,2026-07-20T06:25:06.087451,2026,7,20,5,36.51,61.1,35.8,715.5,0.65,200.65,57116.9,703.3,3.344,25.07,73487.5,32.26,923.1,16370.6,7.19
8809,LRQ-0027,DRV-670,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-20T12:28:00,2026-07-20T16:13:37.272461,2026,7,20,12,295.24,225.6,78.5,197.4,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.2,0.0,0.0
8810,LRQ-0028,DRV-365,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-07-20T13:05:00,2026-07-20T14:00:12.761935,2026,7,20,13,36.51,55.2,39.7,596.1,0.81,482.98,140413.2,1728.97,8.05,41.91,153226.8,45.74,700.9,12813.6,3.82
8811,LRQ-0029,DRV-492,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-20T14:18:00,2026-07-20T15:17:10.321973,2026,7,20,14,43.8,59.2,44.4,420.5,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.5,0.0,0.0
8812,LRQ-0029,DRV-492,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-07-20T17:05:00,2026-07-20T22:14:47.901627,2026,7,20,17,296.43,309.8,57.4,667.4,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.8,0.0,0.0
8813,LRQ-0029,DRV-492,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-20T12:44:00,2026-07-20T13:35:36.262613,2026,7,20,12,43.8,51.6,50.9,3.1,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
8814,LRQ-0030,DRV-460,Rigid 3-axle (Euro 4),diesel,KLIA Air-Freight Link,2026-07-20T10:58:00,2026-07-20T12:00:21.054098,2026,7,20,10,43.8,62.4,42.2,238.0,0.91,362.45,106804.3,1315.13,6.041,39.85,129323.9,48.26,298.6,22519.7,8.4
8815,LRQ-0030,DRV-460,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-07-20T20:51:00,2026-07-21T00:56:34.223369,2026,7,20,20,295.24,245.6,72.1,222.5,0.8,1168.41,346913.3,4271.69,19.474,129.45,357885.9,133.54,269.1,10972.6,4.09
8816,LRQ-0031,DRV-737,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-07-20T15:23:00,2026-07-20T16:28:00.092096,2026,7,20,15,36.51,65.0,33.7,836.6,0.48,557.53,161761.3,1991.84,9.292,48.29,234514.1,70.0,1138.0,72752.8,21.72
8817,LRQ-0031,DRV-737,Prime mover + trailer (Euro 3),diesel,East Coast (KL-Kuantan),2026-07-20T18:33:00,2026-07-20T23:44:27.258737,2026,7,20,18,214.01,311.5,41.2,401.2,0.6,3404.77,1011732.5,12457.9,56.746,302.01,1445543.9,431.51,542.6,433811.4,129.5
8818,LRQ-0032,DRV-358,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-20T20:17:00,2026-07-21T00:22:31.208388,2026,7,20,20,295.24,245.5,72.1,280.3,0.52,710.08,210460.7,2591.49,11.835,92.39,217023.3,95.27,315.5,6562.6,2.88
8819,LRQ-0033,DRV-323,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-07-20T16:40:00,2026-07-20T17:47:28.302263,2026,7,20,16,43.8,67.5,39.0,382.8,0.92,271.31,79248.7,975.82,4.522,34.79,106450.4,46.73,504.7,27201.7,11.94
8820,LRQ-0034,DRV-813,Prime mover + trailer (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-20T08:38:00,2026-07-20T13:04:12.353988,2026,7,20,8,295.24,266.2,66.5,405.5,0.81,1530.04,453943.4,5589.6,25.501,188.2,539556.0,223.7,554.6,85612.6,35.49
8821,LRQ-0035,DRV-545,Rigid 3-axle (B20 biodiesel),biodiesel-b20,East Coast (KL-Kuantan),2026-07-20T20:13:00,2026-07-21T00:47:20.191683,2026,7,20,20,214.01,274.3,46.8,251.7,0.42,1073.19,318769.5,3925.15,17.886,148.68,354502.5,165.35,299.7,35733.1,16.67
8822,LRQ-0035,DRV-545,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-Penang),2026-07-20T10:10:00,2026-07-20T14:07:21.646741,2026,7,20,10,295.24,237.4,74.6,130.7,0.36,800.87,238074.8,2931.52,13.348,111.04,241057.8,112.43,152.4,2983.0,1.39
8823,LRQ-0035,DRV-545,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-07-20T11:36:00,2026-07-20T15:28:00.072407,2026,7,20,11,296.43,232.0,76.7,158.6,0.8,933.93,277524.7,3417.28,15.565,129.44,278138.3,129.73,177.1,613.6,0.29
8824,LRQ-0036,DRV-606,Prime mover + trailer (Euro 5),diesel,East Coast (KL-Kuantan),2026-07-20T10:36:00,2026-07-20T15:01:01.605191,2026,7,20,10,214.01,265.0,48.5,284.1,0.39,1477.67,439009.7,5405.72,24.628,182.01,469362.9,194.59,327.5,30353.2,12.58
8825,LRQ-0036,DRV-606,Prime mover + trailer (Euro 5),diesel,Port Klang - KL Distribution,2026-07-20T05:52:00,2026-07-20T06:56:09.164111,2026,7,20,5,36.51,64.2,34.1,804.4,0.62,378.61,109640.8,1350.05,6.31,45.46,154666.5,64.12,1075.1,45025.7,18.67
8826,LRQ-0036,DRV-606,Prime mover + trailer (Euro 5),diesel,Port Klang - KL Distribution,2026-07-20T11:08:00,2026-07-20T12:09:02.134315,2026,7,20,11,36.51,61.0,35.9,799.1,0.9,364.97,105294.6,1296.54,6.083,43.65,123230.6,51.09,981.8,17936.0,7.44
8827,LRQ-0037,DRV-761,Rigid 3-axle (B20 biodiesel),biodiesel-b20,Port Klang - KL Distribution,2026-07-20T14:32:00,2026-07-20T15:31:34.507298,2026,7,20,14,36.51,59.6,36.8,763.2,0.8,230.73,65925.3,811.77,3.846,30.75,75814.9,35.36,928.1,9889.5,4.61
8828,LRQ-0037,DRV-761,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-Penang),2026-07-20T16:59:00,2026-07-20T21:32:19.976819,2026,7,20,16,295.24,273.3,64.8,496.1,0.59,941.57,278697.3,3431.72,15.693,129.99,318678.9,148.64,659.1,39981.6,18.65
8829,LRQ-0037,DRV-761,Rigid 3-axle (B20 biodiesel),biodiesel-b20,KLIA Air-Freight Link,2026-07-20T07:52:00,2026-07-20T09:03:31.514303,2026,7,20,7,43.8,71.5,36.7,321.6,0.55,342.93,101043.3,1244.19,5.716,47.13,184501.9,86.05,475.0,83458.6,38.93
8830,LRQ-0038,DRV-377,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-20T08:29:00,2026-07-20T12:58:41.060620,2026,7,20,8,295.24,269.7,65.7,614.2,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,0.0,0.0
8831,LRQ-0038,DRV-377,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-20T17:20:00,2026-07-20T18:36:10.830196,2026,7,20,17,43.8,76.2,34.5,529.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.3,0.0,0.0
8832,LRQ-0038,DRV-377,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-20T12:57:00,2026-07-20T13:52:17.158653,2026,7,20,12,43.8,55.3,47.5,224.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.5,0.0,0.0
8833,LRQ-0039,DRV-403,Rigid 3-axle (Euro 4),diesel,KLIA Air-Freight Link,2026-07-20T14:41:00,2026-07-20T15:33:27.871680,2026,7,20,14,43.8,52.5,50.1,18.1,0.56,252.74,75183.8,925.77,4.212,28.05,79018.1,29.48,20.5,3834.3,1.43
8834,LRQ-0040,DRV-590,Rigid 3-axle (B20 biodiesel),biodiesel-b20,KLIA Air-Freight Link,2026-07-20T19:25:00,2026-07-20T20:37:58.144588,2026,7,20,19,43.8,73.0,36.0,324.4,0.83,395.17,116479.9,1434.27,6.586,54.33,241691.8,112.73,499.3,125211.9,58.4
